"","0 to 1","1 to 2","2 to 3","3 to 4","4 to 5","5 to 6","6 to 7","7 to 8","8 to 9","9 to 10","10 to 11","11 to 12","12 to 13"
"60",-3.44210116046045,NA,NA,5.22716714760649,0.667523863647078,NA,NA,NA,NA,NA,NA,NA,NA
"61",1.43333221530206,NA,NA,1.46205965350141,-0.353530023922908,-3.33163963132886,-2.19837297730604,NA,NA,NA,NA,NA,NA
"62",-1.89940602759776,NA,NA,-1.2605470751658,0.86054707516582,-3.92564630847381,1.58321072953708,NA,NA,NA,NA,NA,NA
"63",-3.96638534078755,NA,NA,0.711686074622812,0.662297487193658,-2.11154560035529,-0.199999999999995,1.64924811316163,5.06518365961094,NA,NA,NA,NA
"64",-3.67845272286174,NA,NA,1.8547991831025,0.201803124676035,3.04219588059485,-0.70681854781211,0.435702595164128,NA,NA,NA,NA,NA
"65",-11.115854243285,-4.03072974490573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",-4.49079750813963,-24.7641145396003,-8.09071035042884,1.24063880880637,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",-1.09924818627363,0.648570734146647,4.93622983785301,-2.27639819531211,-1.49382225846211,0.782575936849994,0.600000000000179,4.12564630847393,NA,NA,NA,NA,NA
"68",5.30525129167162,-8.03927935312571,2.63773736721008,-7.81352200553536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5.61096262490303,-0.588701037995814,0.388701037995777,-0.388701037995777,0.937562038538813,-16.5504664500905,-0.426720916461894,-0.680735168517607,-0.553939434563261,0.652215329325373,NA,NA,NA
"70",-3.7495340580055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-0.743194227369062,NA,NA,0,0,-4.26886733232959,NA,NA,NA,NA,NA,NA,NA
"73",-1.8704717107513,NA,NA,-2.44152783723714,1.72984176261433,NA,NA,NA,NA,NA,NA,NA,NA
"74",1.50611852824025,0,-5.27233073088892,1.09064829296826,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1.67633489629236,-0.46783597520808,-4.61097748171442,3.15310691369397,-0.647982554412677,NA,NA,NA,NA,NA,NA,NA,NA
"76",-1.66263882090117,NA,NA,4.22088477791692,-0.911686074622802,3.84385064199031,-4.04385064199027,NA,NA,NA,NA,NA,NA
"77",-2.51279152008568,-0.375031766652014,NA,NA,-38.4507698027299,25.7341599795233,NA,NA,NA,NA,NA,NA,NA
"78",-0.215512051623406,-1.92799767214947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",-3.13847335782435,-1.35723976636336,3.19467520074579,3.86834169834459,0.353530023922908,-4.32715888680931,0.600000000000179,-3.06509923330807,3.61027684966692,0.257653478377833,NA,NA,NA
"81",6.4207333078858,-4.5534975849881,-0.199999999999963,0.199999999999963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.80514370105088,NA,NA,NA,0.588701037995814,-1.88252329645793,NA,NA,NA,NA,NA,NA,NA
"83",0.501035393631231,-1.20845839273494,4.90619445100713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",1.6950323658562,-1.6950323658562,6.16579836683744,-0.511686074622821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",1.5018915139173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",-1.04723062493515,-0.690750470380558,3.54321486143303,-2.47639819531225,1.69723066757429,-4.37362886288646,-2.06039034314324,3.5091987032941,-3.41396023385091,NA,NA,4.55913785020994,0.297274343024601
"87",0.801736138576107,-4.87827759966001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",-3.86655847492569,NA,NA,1.05684518968228,0.115533262280176,0.88647252386439,-1.02571078516424,NA,NA,NA,NA,NA,NA
"89",3.75936891031189,-1.52283264414494,-3.66067400755615,1.05587624611966,0,-1.43440896375458,1.23440896375458,NA,NA,NA,NA,NA,NA
"90",-3.45952951019971,1.69941263335902,4.71208035978303,0,NA,NA,1.46205965350141,-1.11319865295842,-3.61396023385095,NA,NA,NA,NA
"92",1.67633489629236,-2.33073338580743,6.39348998072213,-0.200000000000021,0.959668629035536,-4.17362886288642,3.01396023385092,0.711686074622812,-0.311686074622829,0.111686074622838,NA,NA,NA
"93",-1.78123359146099,0.170258756421308,4.59029594825169,0.247982554412662,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",-7.16013947001733,-2.67866662809904,-2.37218171896812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",-14.6129652744194,-19.5683477672308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",-2.4194233719195,0.437380052146065,0.349977997330972,-0.107799712309218,-0.779191515777963,0.779191515777963,NA,NA,NA,NA,NA,NA,NA
"97",0.610927070565772,1.15705991107757,5.64462898017915,1.30852962957847,-0.247982554412662,-3.27611200222283,1.01033040290727,NA,NA,NA,NA,NA,0.759668629035515
"98",NA,NA,2.8046323721964,1.8268638890612,NA,NA,-2.26039034314336,NA,NA,NA,NA,NA,NA
"99",2.13368799976598,0,1.33756203853877,-0.748861000542998,-0.188701037995783,-8.81169853835799,-0.533040916702245,0.390956477376146,1.41345007995105,NA,NA,NA,NA
"100",-6.95380393339331,-11.00438940169,1.34919277456822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
