"","Unique","Survey","Length","Sex","Date","Freq","Code","Fate","Latitude","Longitude","seg","vert","x","y","lake","spawn"
"201",3,10,415,"M",2025-09-24,150.4,18,"M",62.71913,-143.85191,89,368,515646.068467298,1455850.00155166,FALSE,FALSE
"202",3,11,415,"M",2025-10-10,150.4,18,"M",62.7279,-143.83093,89,327,516554.246396206,1456981.92158342,FALSE,FALSE
"203",3,12,415,"M",2025-10-22,150.4,18,"M",62.71995,-143.85211,89,369,515622.033487868,1455939.04181864,FALSE,FALSE
"204",3,13,415,"M",2025-10-29,150.4,18,"M",62.71876,-143.85568,89,374,515462.292341618,1455779.85717856,FALSE,FALSE
"205",26,0,354,"F",2024-09-28,150.4,19,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"206",26,1,354,"F",2024-10-16,150.4,19,"A",62.9232,-143.77421,19,46,516064.718760216,1478995.48306162,TRUE,FALSE
"207",26,4,354,"F",2024-12-27,150.4,19,"A",62.9169747,-143.8201614,110,80,513870.158962553,1477951.5805391,TRUE,FALSE
"208",26,5,354,"F",2025-03-17,150.4,19,"A",62.9151747,-143.7965581,110,87,515083.043841213,1477935.61611096,TRUE,FALSE
"209",26,6,354,"F",2025-05-19,150.4,19,"M",62.9142297,-143.7946914,110,88,515192.701082775,1477845.7204995,TRUE,FALSE
"210",26,7,354,"F",2025-06-11,150.4,19,"M",62.9164531,-143.7889031,110,89,515444.546754441,1478136.20720771,TRUE,FALSE
"211",26,8,354,"F",2025-07-22,150.4,19,"M",62.9146381,-143.7936497,110,88,515237.886940029,1477898.90961653,TRUE,FALSE
"212",26,9,354,"F",2025-09-08,150.4,19,"M",62.91449,-143.79589,110,88,515128.216756039,1477865.17289944,TRUE,FALSE
"213",26,10,354,"F",2025-09-24,150.4,19,"M",62.91433,-143.79397,110,88,515227.116231786,1477862.39514877,TRUE,FALSE
"214",26,11,354,"F",2025-10-10,150.4,19,"M",62.91492,-143.79482,110,88,515174.450974445,1477920.96637073,TRUE,FALSE
"215",26,13,354,"F",2025-10-29,150.4,19,"M",62.91506,-143.7941,110,88,515208.116002726,1477942.01480665,TRUE,FALSE
"216",28,0,334,"M",2024-09-28,150.4,20,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"217",28,1,334,"M",2024-10-16,150.4,20,"A",62.8122,-143.71561,89,76,520912.07423234,1467194.07779516,FALSE,FALSE
"218",28,2,334,"M",2024-10-24,150.4,20,"A",62.71991,-143.85418,89,372,515518.355278672,1455918.5525613,FALSE,FALSE
"219",28,3,334,"M",2024-11-01,150.4,20,"A",62.7191614,-143.8607464,89,375,515200.033946724,1455784.89042815,FALSE,FALSE
"220",28,4,334,"M",2024-12-27,150.4,20,"A",62.8424931,-143.6952364,76,12,521412.441858016,1470699.33460104,FALSE,FALSE
"221",28,5,334,"M",2025-03-17,150.4,20,"A",62.8942464,-143.7382381,58,20,518363.712034287,1476077.99023909,FALSE,TRUE
"222",28,6,334,"M",2025-05-19,150.4,20,"M",62.8916014,-143.7430181,166,2,518169.655526296,1475748.58019538,FALSE,FALSE
"223",28,7,334,"M",2025-06-11,150.4,20,"M",62.8909497,-143.7437364,166,2,518144.861298045,1475671.00312656,FALSE,FALSE
"224",28,8,334,"M",2025-07-22,150.4,20,"M",62.8941314,-143.7477947,100,37,517886.788080577,1475990.73125441,FALSE,FALSE
"225",28,9,334,"M",2025-09-08,150.4,20,"M",62.89124,-143.74837,55,1,517907.646515761,1475666.92011746,FALSE,FALSE
"226",28,10,334,"M",2025-09-24,150.4,20,"M",62.89212,-143.74492,55,4,518065.423886778,1475791.01558906,FALSE,FALSE
"227",28,11,334,"M",2025-10-10,150.4,20,"M",62.89241,-143.74632,100,41,517990.277109518,1475812.12241019,FALSE,FALSE
"228",28,12,334,"M",2025-10-22,150.4,20,"M",62.89151,-143.74656,55,2,517993.718496536,1475710.85525106,FALSE,FALSE
"229",28,13,334,"M",2025-10-29,150.4,20,"M",62.89233,-143.74811,55,2,517901.945107829,1475789.32688721,FALSE,FALSE
"230",18,0,360,"F",2024-09-28,150.4,21,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"231",18,1,360,"F",2024-10-16,150.4,21,"A",62.91366,-143.79846,110,87,515013.693215353,1477753.5666188,TRUE,FALSE
"232",18,2,360,"F",2024-10-24,150.4,21,"A",62.91589,-143.81338,110,83,514228.313490864,1477884.26053897,TRUE,FALSE
"233",18,3,360,"F",2024-11-01,150.4,21,"A",62.9174197,-143.8164347,110,81,514049.206550347,1478029.57447958,TRUE,FALSE
"234",18,4,360,"F",2024-12-27,150.4,21,"A",62.9151964,-143.7961281,110,88,515104.208538391,1477941.34802048,TRUE,FALSE
"235",18,5,360,"F",2025-03-17,150.4,21,"M",62.9152364,-143.7989614,110,87,514961.622814747,1477923.79314902,TRUE,FALSE
"236",18,6,360,"F",2025-05-19,150.4,21,"M",62.9150297,-143.8010581,110,86,514860.146125815,1477884.70637316,TRUE,FALSE
"237",18,7,360,"F",2025-06-11,150.4,21,"M",62.9160581,-143.8120281,110,83,514293.151335497,1477913.29647974,TRUE,FALSE
"238",18,8,360,"F",2025-07-22,150.4,21,"M",62.9164997,-143.8003347,110,86,514871.242736746,1478052.67797312,TRUE,FALSE
"239",18,9,360,"F",2025-09-08,150.4,21,"M",62.91641,-143.80051,110,86,514863.997090341,1478041.41145501,TRUE,FALSE
"240",18,10,360,"F",2025-09-24,150.4,21,"M",62.91514,-143.80509,110,85,514656.325508199,1477865.63758555,TRUE,FALSE
"241",18,11,360,"F",2025-10-10,150.4,21,"M",62.91634,-143.80242,110,86,514769.537129614,1478018.8735891,TRUE,FALSE
"242",18,12,360,"F",2025-10-22,150.4,21,"M",62.9158,-143.80241,110,86,514779.269090942,1477959.30721969,TRUE,FALSE
"243",18,13,360,"F",2025-10-29,150.4,21,"M",62.91571,-143.80067,110,86,514867.952306709,1477962.85520458,TRUE,FALSE
"244",19,0,382,"F",2024-09-28,150.4,22,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"245",19,1,382,"F",2024-10-16,150.4,22,"A",62.8381,-143.6971,76,21,521394.775244098,1470199.57252676,FALSE,FALSE
"246",19,2,382,"F",2024-10-24,150.4,22,"M",62.84047,-143.69692,76,17,521362.878781756,1470462.70580982,FALSE,FALSE
"247",19,3,382,"F",2024-11-01,150.4,22,"M",62.8387581,-143.6938297,76,21,521547.574031821,1470297.92554386,FALSE,FALSE
"248",19,4,382,"F",2024-12-27,150.4,22,"M",62.8389981,-143.6932681,76,22,521571.618957696,1470328.8391697,FALSE,FALSE
"249",19,5,382,"F",2025-03-17,150.4,22,"M",62.8387214,-143.6956031,76,21,521459.1858059,1470279.94686119,FALSE,FALSE
"250",19,6,382,"F",2025-05-19,150.4,22,"M",62.8411047,-143.6961814,76,15,521388.99078747,1470538.59441687,FALSE,FALSE
"251",19,7,382,"F",2025-06-11,150.4,22,"M",62.8382447,-143.6900914,76,22,521744.102956096,1470270.59481432,FALSE,FALSE
"252",19,8,382,"F",2025-07-22,150.4,22,"M",62.8384147,-143.6929047,76,22,521599.940750682,1470267.26872771,FALSE,FALSE
"253",19,9,382,"F",2025-09-08,150.4,22,"M",62.83802,-143.69389,76,22,521557.298572345,1470215.94383,FALSE,FALSE
"254",19,10,382,"F",2025-09-24,150.4,22,"M",62.83886,-143.69703,76,20,521385.163353761,1470284.04928576,FALSE,FALSE
"255",19,11,382,"F",2025-10-10,150.4,22,"M",62.8401,-143.69706,76,19,521362.241549751,1470420.74750231,FALSE,FALSE
"256",19,13,382,"F",2025-10-29,150.4,22,"M",62.83782,-143.6946,76,22,521525.111741614,1470188.28207232,FALSE,FALSE
"257",2,0,340,"F",2024-09-28,150.4,23,"A",62.9022,-143.7605,155,9,517111.586581087,1476782.82811516,FALSE,TRUE
"258",2,3,340,"F",2024-11-01,150.4,23,"A",62.9184431,-143.8177947,110,80,513963.626346036,1478132.0883083,TRUE,FALSE
"259",2,4,340,"F",2024-12-27,150.4,23,"A",62.9149214,-143.8038464,110,86,514722.346908025,1477851.13069291,TRUE,FALSE
"260",2,5,340,"F",2025-03-17,150.4,23,"A",62.9145564,-143.7798547,110,92,515930.184547681,1477996.98389753,TRUE,FALSE
"261",2,6,340,"F",2025-05-19,150.4,23,"A",62.9145397,-143.7602031,26,2,516914.650661883,1478147.95331146,TRUE,FALSE
"262",2,7,340,"F",2025-06-11,150.4,23,"A",62.9183281,-143.7634797,11,123,516685.550198536,1478540.85055729,TRUE,FALSE
"263",2,11,340,"F",2025-10-10,150.4,23,"A",62.92427,-143.75367,11,118,517074.702671646,1479273.42273886,TRUE,FALSE
"264",2,12,340,"F",2025-10-22,150.4,23,"A",62.91584,-143.80914,110,84,514441.52378884,1477911.5754488,TRUE,FALSE
"265",2,13,340,"F",2025-10-29,150.4,23,"A",62.91685,-143.80754,110,84,514504.400734328,1478035.52799273,TRUE,FALSE
"266",20,0,356,"M",2024-09-28,150.4,24,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"267",20,1,356,"M",2024-10-16,150.4,24,"A",62.90544,-143.83419,69,12,513364.123249144,1476568.98017187,FALSE,TRUE
"268",20,2,356,"M",2024-10-24,150.4,24,"A",62.89887,-143.80293,156,5,515042.626370385,1476085.31625271,FALSE,TRUE
"269",20,3,356,"M",2024-11-01,150.4,24,"A",62.8950747,-143.7930897,174,1,515600.670456357,1475742.47419827,FALSE,FALSE
"270",20,4,356,"M",2024-12-27,150.4,24,"M",62.9005764,-143.7920531,63,3,515558.475205656,1476358.18768514,FALSE,TRUE
"271",20,5,356,"M",2025-03-17,150.4,24,"M",62.9004514,-143.7942131,53,4,515452.381909183,1476327.61471076,FALSE,TRUE
"272",20,6,356,"M",2025-05-19,150.4,24,"M",62.9010847,-143.7997681,102,4,515163.202977232,1476354.4603389,FALSE,TRUE
"273",20,7,356,"M",2025-06-11,150.4,24,"M",62.8954647,-143.7905014,174,1,515723.711813614,1475805.64730493,FALSE,FALSE
"274",20,8,356,"M",2025-07-22,150.4,24,"M",62.8944431,-143.7948347,174,1,515524.022144283,1475659.1664537,FALSE,FALSE
"275",20,9,356,"M",2025-09-08,150.4,24,"M",62.89719,-143.78986,174,4,515726.325970335,1476001.18770007,FALSE,FALSE
"276",20,10,356,"M",2025-09-24,150.4,24,"M",62.89473,-143.79324,174,1,515599.035838466,1475703.2348606,FALSE,FALSE
"277",20,11,356,"M",2025-10-10,150.4,24,"M",62.89495,-143.79101,100,1,515707.031571604,1475744.84899533,FALSE,FALSE
"278",20,12,356,"M",2025-10-22,150.4,24,"M",62.89685,-143.78701,174,7,515874.967373476,1475985.77019642,FALSE,FALSE
"279",20,13,356,"M",2025-10-29,150.4,24,"M",62.89728,-143.78984,174,4,515725.787796352,1476011.28350556,FALSE,FALSE
"280",4,0,410,"F",2024-09-28,150.4,25,"A",62.9022,-143.7605,155,9,517111.586581087,1476782.82811516,FALSE,TRUE
"281",4,1,410,"F",2024-10-16,150.4,25,"A",62.90431,-143.75065,43,4,517568.822213839,1477092.58896139,FALSE,FALSE
"282",4,3,410,"F",2024-11-01,150.4,25,"A",62.9150114,-143.8087431,110,84,514475.557999943,1477823.12840707,TRUE,FALSE
"283",4,4,410,"F",2024-12-27,150.4,25,"A",62.9157847,-143.8154681,110,82,514125.53012417,1477856.46287569,TRUE,FALSE
"284",4,6,410,"F",2025-05-19,150.4,25,"A",62.9242081,-143.7620081,11,119,516658.327937737,1479201.6924492,TRUE,FALSE
"285",30,0,390,"F",2024-09-28,150.4,26,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"286",30,1,390,"F",2024-10-16,150.4,26,"A",62.88411,-143.74502,75,25,518198.108160013,1474905.61862081,FALSE,FALSE
"287",30,2,390,"F",2024-10-24,150.4,26,"A",62.91332,-143.75856,26,3,517017.876779861,1478026.03923068,TRUE,FALSE
"288",30,4,390,"F",2024-12-27,150.4,26,"A",62.9142314,-143.7953947,110,88,515157.447320049,1477840.45250649,TRUE,FALSE
"289",30,6,390,"F",2025-05-19,150.4,26,"A",62.9146947,-143.7725881,110,94,516291.740191767,1478068.73054429,TRUE,FALSE
"290",30,7,390,"F",2025-06-11,150.4,26,"A",62.9248481,-143.7669847,19,47,516398.197743228,1479233.66807181,TRUE,FALSE
"291",30,8,390,"F",2025-07-22,150.4,26,"A",62.8228197,-143.6840797,89,44,522312.61877175,1468614.49003909,FALSE,FALSE
"292",30,9,390,"F",2025-09-08,150.4,26,"A",62.82297,-143.68339,89,44,522344.658858301,1468636.51195455,FALSE,FALSE
"293",30,10,390,"F",2025-09-24,150.4,26,"A",62.82064,-143.68653,89,49,522227.238875468,1468354.51884559,FALSE,FALSE
"294",30,11,390,"F",2025-10-10,150.4,26,"A",62.81844,-143.68481,89,50,522351.671597239,1468125.10195623,FALSE,FALSE
"295",30,12,390,"F",2025-10-22,150.4,26,"A",62.81983,-143.68432,89,49,522352.24860882,1468282.45198745,FALSE,FALSE
"296",30,13,390,"F",2025-10-29,150.4,26,"A",62.82104,-143.68957,89,49,522067.632606656,1468374.78909155,FALSE,FALSE
"297",39,0,367,"M",2024-09-28,150.4,27,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"298",39,1,367,"M",2024-10-16,150.4,27,"A",62.8904,-143.72808,195,3,518938.972618105,1475732.54239296,FALSE,TRUE
"299",39,3,367,"M",2024-11-01,150.4,27,"A",62.9232264,-143.7669264,19,48,516428.934485659,1479055.01787163,TRUE,FALSE
"300",39,4,367,"M",2024-12-27,150.4,27,"A",62.9176781,-143.8275214,110,70,513489.548249282,1477972.34749283,TRUE,FALSE
"301",39,6,367,"M",2025-05-19,150.4,27,"A",62.9275731,-143.7508181,11,116,517160.72927243,1479660.41680005,TRUE,FALSE
"302",39,8,367,"M",2025-07-22,150.4,27,"A",62.9160281,-143.7858331,110,90,515605.570133085,1478113.0982186,TRUE,FALSE
"303",39,9,367,"M",2025-09-08,150.4,27,"A",62.9133897,-143.7606431,26,2,516912.354151208,1478017.52143144,TRUE,FALSE
"304",39,10,367,"M",2025-09-24,150.4,27,"M",62.91511,-143.78629,110,90,515598.407472463,1478008.14912422,TRUE,FALSE
"305",39,11,367,"M",2025-10-10,150.4,27,"M",62.91484,-143.78569,110,90,515633.079956434,1477982.98670425,TRUE,FALSE
"306",39,12,367,"M",2025-10-22,150.4,27,"M",62.91527,-143.78384,110,91,515718.368839511,1478044.84406689,TRUE,FALSE
"307",39,13,367,"M",2025-10-29,150.4,27,"M",62.91306,-143.77992,110,92,515952.550682654,1477831.20517502,TRUE,FALSE
"308",41,0,348,"M",2024-09-28,150.4,28,"A",62.915,-143.7578,26,3,517027.095366504,1478217.49580815,TRUE,FALSE
"309",41,1,348,"M",2024-10-16,150.4,28,"A",62.91281,-143.78386,110,91,515759.496126121,1477772.98909121,TRUE,FALSE
"310",41,5,348,"M",2025-03-17,150.4,28,"A",62.9152364,-143.7989614,110,87,514961.622814747,1477923.79314902,TRUE,FALSE
"311",41,6,348,"M",2025-05-19,150.4,28,"A",62.9141997,-143.7958231,110,88,515136.533189098,1477833.62816464,TRUE,FALSE
"312",41,9,348,"M",2025-09-08,150.4,28,"A",62.91303,-143.7671,110,95,516595.145846585,1477927.55342416,TRUE,FALSE
"313",41,10,348,"M",2025-09-24,150.4,28,"A",62.76012,-143.77163,89,233,518990.192618511,1461003.42257775,FALSE,FALSE
"314",41,11,348,"M",2025-10-10,150.4,28,"A",62.77331,-143.76458,89,203,519118.742891889,1462515.41704952,FALSE,FALSE
"315",41,12,348,"M",2025-10-22,150.4,28,"A",62.75061,-143.77862,89,256,518801.289368601,1459898.36061809,FALSE,FALSE
"316",34,0,346,"M",2024-09-28,150.4,29,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"317",34,1,346,"M",2024-10-16,150.4,29,"A",62.91035,-143.76026,129,4,516983.716650258,1477684.79554335,TRUE,FALSE
"318",34,2,346,"M",2024-10-24,150.4,29,"A",62.91114,-143.75781,26,12,517092.866576938,1477791.11812581,TRUE,FALSE
"319",34,3,346,"M",2024-11-01,150.4,29,"A",62.9166014,-143.8089947,110,84,514435.793401238,1477996.80015217,TRUE,FALSE
"320",34,4,346,"M",2024-12-27,150.4,29,"A",62.9169114,-143.8188814,110,80,513935.345754524,1477954.49358665,TRUE,FALSE
"321",34,5,346,"M",2025-03-17,150.4,29,"A",62.9171081,-143.8151714,110,82,514117.795202446,1478004.93582736,TRUE,FALSE
"322",34,6,346,"M",2025-05-19,150.4,29,"A",62.9147947,-143.7805781,110,92,515889.872482818,1478017.68349919,TRUE,FALSE
"323",34,7,346,"M",2025-06-11,150.4,29,"A",62.9234297,-143.7784547,19,44,515848.260380678,1478987.87447325,TRUE,FALSE
"324",34,9,346,"M",2025-09-08,150.4,29,"A",62.9175,-143.76043,11,123,516852.475321828,1478473.12516867,TRUE,FALSE
"325",34,11,346,"M",2025-10-10,150.4,29,"A",62.92,-143.76249,11,122,516706.417161941,1478733.19735932,TRUE,FALSE
"326",34,12,346,"M",2025-10-22,150.4,29,"A",62.91917,-143.77387,19,48,516150.824379584,1478553.03639792,TRUE,FALSE
"327",34,13,346,"M",2025-10-29,150.4,29,"A",62.91614,-143.80714,110,84,514536.565158672,1477960.20546161,TRUE,FALSE
"328",32,0,366,"M",2024-09-28,150.4,30,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"329",32,1,366,"M",2024-10-16,150.4,30,"A",62.83868,-143.6936,76,22,521560.453920358,1470291.10492099,FALSE,FALSE
"330",32,3,366,"M",2024-11-01,150.4,30,"A",62.9148747,-143.7987031,110,87,514980.744804173,1477885.84603217,TRUE,FALSE
"331",32,4,366,"M",2024-12-27,150.4,30,"A",62.9180897,-143.8298014,110,69,513368.341488772,1478000.18524806,TRUE,FALSE
"332",32,5,366,"M",2025-03-17,150.4,30,"A",62.9151114,-143.7985864,110,87,514982.541806772,1477912.89467005,TRUE,FALSE
"333",32,6,366,"M",2025-05-19,150.4,30,"A",62.9152931,-143.7763414,110,93,516093.513199735,1478105.64730117,TRUE,FALSE
"334",32,7,366,"M",2025-06-11,150.4,30,"A",62.9266864,-143.7500481,11,116,517214.508470686,1479568.48853357,TRUE,FALSE
"335",32,8,366,"M",2025-07-22,150.4,30,"A",62.9172614,-143.7874531,110,90,515503.325529791,1478236.73695917,TRUE,FALSE
"336",32,9,366,"M",2025-09-08,150.4,30,"A",62.91647,-143.76068,86,3,516857.635488732,1478357.42551547,TRUE,FALSE
"337",32,10,366,"M",2025-09-24,150.4,30,"M",62.91634,-143.78266,110,91,515759.138825371,1478172.18576683,TRUE,FALSE
"338",32,11,366,"M",2025-10-10,150.4,30,"M",62.91458,-143.78668,110,90,515587.949403756,1477946.58405095,TRUE,FALSE
"339",32,12,366,"M",2025-10-22,150.4,30,"M",62.91412,-143.78674,110,90,515592.819966606,1477895.31227867,TRUE,FALSE
"340",32,13,366,"M",2025-10-29,150.4,30,"M",62.91775,-143.78977,110,89,515378.934607175,1478272.71950315,TRUE,FALSE
"341",35,0,323,"F",2024-09-28,150.4,31,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"342",35,1,323,"F",2024-10-16,150.4,31,"A",62.85711,-143.6948,60,5,521181.846562125,1472316.8913195,FALSE,FALSE
"343",35,2,323,"F",2024-10-24,150.4,31,"A",62.82425,-143.68271,89,36,522356.673338119,1468783.20829846,FALSE,FALSE
"344",35,3,323,"F",2024-11-01,150.4,31,"A",62.8196331,-143.6877497,89,50,522183.38185285,1468233.73675609,FALSE,FALSE
"345",35,4,323,"F",2024-12-27,150.4,31,"A",62.9170114,-143.8207931,110,80,513837.895113227,1477950.74651742,TRUE,FALSE
"346",35,5,323,"F",2025-03-17,150.4,31,"A",62.9155814,-143.7940131,110,88,515203.547782931,1478000.27735396,TRUE,FALSE
"347",35,6,323,"F",2025-05-19,150.4,31,"A",62.8036731,-143.7375981,89,108,519953.944184275,1466080.05174111,FALSE,FALSE
"348",35,7,323,"F",2025-06-11,150.4,31,"M",62.7635747,-143.7711514,89,219,518955.041504015,1461388.75352853,FALSE,FALSE
"349",35,8,323,"F",2025-07-22,150.4,31,"M",62.7628814,-143.7714664,89,220,518951.075432445,1461309.7132667,FALSE,FALSE
"350",35,9,323,"F",2025-09-08,150.4,31,"M",62.76432,-143.77175,89,219,518912.132325577,1461466.39853197,FALSE,FALSE
"351",35,10,323,"F",2025-09-24,150.4,31,"M",62.76446,-143.77295,89,219,518849.33412278,1461472.48652029,FALSE,FALSE
"352",35,11,323,"F",2025-10-10,150.4,31,"M",62.76177,-143.76947,89,225,519070.623615764,1461202.55535495,FALSE,FALSE
"353",35,12,323,"F",2025-10-22,150.4,31,"M",62.76292,-143.76966,89,224,519041.33621207,1461328.09368875,FALSE,FALSE
"354",35,13,323,"F",2025-10-29,150.4,31,"M",62.76279,-143.7693,89,224,519061.68598704,1461316.54820294,FALSE,FALSE
"355",40,0,342,"M",2024-09-28,150.4,32,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"356",40,1,342,"M",2024-10-16,150.4,32,"A",62.88375,-143.72033,217,18,519441.962927093,1475058.74614614,FALSE,FALSE
"357",40,3,342,"M",2024-11-01,150.4,32,"A",62.9119331,-143.7616247,26,1,516888.192381253,1477849.01255507,TRUE,FALSE
"358",40,4,342,"M",2024-12-27,150.4,32,"A",62.9186281,-143.7798697,110,92,515859.676201453,1478446.56946049,TRUE,FALSE
"359",40,5,342,"M",2025-03-17,150.4,32,"A",62.9191781,-143.8202647,110,79,513827.384384578,1478194.16012618,TRUE,FALSE
"360",40,6,342,"M",2025-05-19,150.4,32,"A",62.9210747,-143.7760481,19,47,516009.113867216,1478746.47351893,TRUE,FALSE
"361",40,13,342,"M",2025-10-29,150.4,32,"M",62.93407,-143.75059,11,112,517060.526124073,1480379.69165724,TRUE,FALSE
"362",38,0,376,"M",2024-09-28,150.4,33,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"363",38,1,376,"M",2024-10-16,150.4,33,"A",62.74719,-143.77749,89,262,518916.80298634,1459529.42187764,FALSE,FALSE
"364",38,2,376,"M",2024-10-24,150.4,33,"A",62.76,-143.77102,89,233,519022.956890032,1460994.93508223,FALSE,FALSE
"365",38,3,376,"M",2024-11-01,150.4,33,"A",62.7483614,-143.7814847,89,265,518695.558616918,1459627.60643581,FALSE,FALSE
"366",38,4,376,"M",2024-12-27,150.4,33,"A",62.7468331,-143.7824881,89,264,518671.207745112,1459450.95462831,FALSE,FALSE
"367",38,5,376,"M",2025-03-17,150.4,33,"M",62.6688431,-144.2313581,12,223,497331.363958905,1447397.90268112,FALSE,FALSE
"368",38,6,376,"M",2025-05-19,150.4,33,"M",62.6689414,-144.2324514,12,225,497274.494568469,1447400.58564325,FALSE,FALSE
"369",38,7,376,"M",2025-06-11,150.4,33,"M",62.6686964,-144.2300531,12,223,497399.726670775,1447391.45425331,FALSE,FALSE
"370",38,8,376,"M",2025-07-22,150.4,33,"M",62.6676797,-144.2329947,12,225,497267.702300826,1447257.00026989,FALSE,FALSE
"371",38,9,376,"M",2025-09-08,150.4,33,"M",62.6672414,-144.2349131,12,226,497177.914161261,1447194.17027067,FALSE,FALSE
"372",38,10,376,"M",2025-09-24,150.4,33,"M",62.66899,-144.23309,12,225,497241.421515643,1447401.1782036,FALSE,FALSE
"373",38,11,376,"M",2025-10-10,150.4,33,"M",62.66903,-144.23214,12,223,497288.782250691,1447412.71465373,FALSE,FALSE
"374",38,12,376,"M",2025-10-22,150.4,33,"M",62.66869,-144.23116,12,223,497343.884980167,1447382.45665479,FALSE,FALSE
"375",38,13,376,"M",2025-10-29,150.4,33,"M",62.66897,-144.23244,12,225,497274.602238935,1447403.83355475,FALSE,FALSE
"376",45,0,355,"M",2024-09-28,150.4,34,"A",62.915,-143.7578,26,3,517027.095366504,1478217.49580815,TRUE,FALSE
"377",45,1,355,"M",2024-10-16,150.4,34,"A",62.92241,-143.75578,11,119,517001.009020202,1479051.57944581,TRUE,FALSE
"378",45,2,355,"M",2024-10-24,150.4,34,"A",62.92131,-143.75614,11,120,517001.873751762,1478927.29379316,TRUE,FALSE
"379",45,3,355,"M",2024-11-01,150.4,34,"A",62.9144747,-143.7934614,110,88,515250.113467781,1477882.32308029,TRUE,FALSE
"380",45,4,355,"M",2024-12-27,150.4,34,"A",62.9155131,-143.7976481,110,87,515022.665264589,1477964.53897467,TRUE,FALSE
"381",45,5,355,"M",2025-03-17,150.4,34,"A",62.9142981,-143.7902014,110,89,515416.410072942,1477888.11456793,TRUE,FALSE
"382",45,6,355,"M",2025-05-19,150.4,34,"A",62.9140047,-143.7842164,110,91,515721.186269068,1477902.17249984,TRUE,FALSE
"383",29,0,353,"M",2024-09-28,150.4,35,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"384",29,1,353,"M",2024-10-16,150.4,35,"A",62.83427,-143.69386,89,4,521623.590324688,1469802.06744692,FALSE,FALSE
"385",29,2,353,"M",2024-10-24,150.4,35,"A",62.77504,-143.77094,89,198,518769.065583778,1462656.8042024,FALSE,FALSE
"386",29,3,353,"M",2024-11-01,150.4,35,"A",62.7367697,-143.8193464,89,316,516986.645778778,1458051.90803116,FALSE,FALSE
"387",29,4,353,"M",2024-12-27,150.4,35,"A",62.7328947,-143.8264831,89,321,516693.170536522,1457568.29259157,FALSE,FALSE
"388",29,5,353,"M",2025-03-17,150.4,35,"A",62.7324297,-143.8274864,89,322,516650.544693871,1457509.11750894,FALSE,FALSE
"389",29,6,353,"M",2025-05-19,150.4,35,"A",62.7190464,-143.8791014,89,395,514276.561645701,1455629.91896822,FALSE,FALSE
"390",29,7,353,"M",2025-06-11,150.4,35,"M",62.6992981,-144.0031247,12,21,508353.540517121,1452492.78752562,FALSE,FALSE
"391",29,8,353,"M",2025-07-22,150.4,35,"M",62.7014114,-143.9845814,12,10,509253.84646243,1452868.41107442,FALSE,FALSE
"392",31,0,358,"M",2024-09-28,150.4,36,"A",62.8921,-143.7311,58,30,518758.356710011,1475896.68726891,FALSE,TRUE
"393",31,1,358,"M",2024-10-16,150.4,36,"A",62.88046,-143.71451,134,9,519790.422702259,1474740.96068909,FALSE,FALSE
"394",31,2,358,"M",2024-10-24,150.4,36,"A",62.83984,-143.69657,76,19,521391.328509418,1470395.88248394,FALSE,FALSE
"395",31,3,358,"M",2024-11-01,150.4,36,"A",62.8794214,-143.7140797,134,15,519829.901893692,1474629.6343063,FALSE,FALSE
"396",31,5,358,"M",2025-03-17,150.4,36,"A",62.9151331,-143.7928314,110,89,515270.400882103,1477959.93088317,TRUE,FALSE
"397",31,6,358,"M",2025-05-19,150.4,36,"A",62.9255764,-143.7518947,11,117,517141.137776653,1479431.52241353,TRUE,FALSE
"398",48,0,350,"M",2024-09-28,150.4,37,"A",62.915,-143.7578,26,3,517027.095366504,1478217.49580815,TRUE,FALSE
"399",48,1,350,"M",2024-10-16,150.4,37,"A",62.90281,-143.76558,155,4,516846.607650374,1476810.65265262,FALSE,TRUE
"400",48,2,350,"M",2024-10-24,150.4,37,"A",62.91394,-143.75869,26,2,517000.72229128,1478093.50031446,TRUE,FALSE
"401",48,3,350,"M",2024-11-01,150.4,37,"A",62.9163414,-143.8068581,110,84,514547.242195788,1477984.6347704,TRUE,FALSE
"402",48,4,350,"M",2024-12-27,150.4,37,"A",62.9170481,-143.8154764,110,82,514103.54443602,1477995.94742568,TRUE,FALSE
