"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"60",3.44210116046045,NA,3.6419293042403,8.18210222952949,8.84962609317657,NA,NA,NA,NA,NA,NA,NA,NA
"61",1.43333221530206,NA,6.49749740240504,7.95955705590646,7.95955705590646,8.53808977354137,8.76296774842804,NA,NA,NA,NA,NA,NA
"62",1.89940602759776,NA,6.87150970006883,6.87150970006883,6.87150970006883,8.49203164926134,10.0752423787984,NA,NA,NA,NA,NA,NA
"63",3.96638534078755,NA,5.95982362544602,6.67150970006884,7.3338071872625,7.3338071872625,7.3338071872625,7.3338071872625,9.89386648759215,NA,NA,NA,9.89386648759215
"64",3.67845272286174,NA,31.1372029336804,31.1372029336804,31.1372029336804,31.1372029336804,31.1372029336804,31.1372029336804,NA,NA,NA,NA,NA
"65",11.115854243285,15.1465839881907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",4.49079750813963,29.2549120477399,37.3456223981687,37.3456223981687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1.09924818627363,1.39536817194666,5.76547474387929,6.82135098999895,6.82135098999895,6.82135098999895,7.42135098999913,8.67059910316077,NA,NA,NA,NA,NA
"68",5.30525129167162,10.0649047946739,10.9812737862428,18.7947957917782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5.61096262490303,5.61096262490303,5.61096262490303,5.61096262490303,5.95982362544602,18.8818032248701,19.308524141332,19.9892593098496,20.5431987444129,20.5431987444129,NA,NA,20.5431987444129
"70",3.7495340580055,NA,11.5122348584772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.743194227369062,NA,7.24872610623756,7.24872610623756,7.24872610623756,8.7644865248732,NA,NA,NA,NA,NA,NA,NA
"73",1.8704717107513,NA,6.98799014554043,6.98799014554043,6.98799014554043,NA,NA,NA,NA,NA,NA,NA,NA
"74",1.50611852824025,1.50611852824025,5.62856278851879,6.48443903463846,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1.67633489629236,1.67633489629236,6.03201987724908,9.18512679094306,9.18512679094306,NA,NA,NA,NA,NA,NA,NA,NA
"76",1.66263882090117,NA,5.69291487166338,8.39803923094466,8.39803923094466,8.93269116964085,8.93269116964085,NA,NA,NA,NA,NA,NA
"77",2.51279152008569,2.8878232867377,NA,6.16744913686109,40.4763952442782,40.4763952442782,NA,NA,NA,NA,NA,NA,NA
"78",0.215512051623406,2.14350972377288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3.13847335782435,3.13847335782435,5.54861203210811,8.30171894580207,8.65524896972497,9.43782490657497,10.0378249065751,10.0378249065751,10.583002522934,10.8406560013118,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",6.4207333078858,8.41417159254424,8.41417159254424,8.41417159254424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.80514370105088,NA,NA,5.5486921606005,6.13739319859631,6.57533921093876,NA,NA,NA,NA,NA,NA,NA
"83",0.501035393631231,1.44785038972312,5.81906261303403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",1.6950323658562,1.6950323658562,7.86083073269364,7.86083073269364,NA,NA,21.0997824382231,NA,NA,NA,NA,NA,NA
"85",1.5018915139173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1.04723062493515,1.73798109531571,5.28119595674873,6.3370722028684,8.03430287044269,8.2343028704426,9.11211727673579,9.11211727673579,9.11211727673579,NA,9.11211727673579,9.85729489309476,10.1545692361194
"87",0.801736138576107,5.65941761119136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",3.86655847492569,NA,5.00055241923927,5.05795729572617,5.05795729572617,5.82889655731039,5.82889655731039,NA,NA,NA,NA,NA,NA
"89",3.75936891031189,4.11560096794176,5.65159096214351,6.70746720826317,6.70746720826317,7.28599992589808,7.28599992589808,NA,NA,7.67470096389386,NA,NA,NA
"90",3.45952951019971,3.7782375098004,8.1184104350896,8.1184104350896,NA,8.1184104350896,8.71992301342517,8.71992301342517,10.3404449626177,NA,NA,18.452284001538,NA
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1.67633489629236,3.73546714711502,10.1289571278372,10.1289571278372,10.8886257568727,12.1091477060651,12.1091477060651,12.1091477060651,12.1091477060651,12.1091477060651,NA,NA,NA
"93",1.78123359146099,1.9514923478823,6.45379333148571,6.70177588589837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",7.16013947001733,7.16013947001733,9.0094049078065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",14.6129652744194,32.4469781716689,32.4469781716689,NA,NA,32.4469781716689,NA,NA,NA,NA,NA,NA,NA
"96",2.4194233719195,2.4194233719195,2.67261981258252,2.67261981258252,3.14535463018136,3.14535463018136,NA,NA,NA,NA,NA,NA,NA
"97",0.610927070565772,1.51329196870744,6.55054875849889,7.85907838807737,7.85907838807737,8.63006603101891,9.30735480332709,NA,NA,NA,NA,9.30735480332709,9.50735480332712
"98",NA,2.14350972377288,4.94814209596928,6.00401834208894,NA,7.05355264834002,7.93136705463321,NA,NA,NA,NA,NA,NA
"99",2.13368799976598,2.13368799976598,3.47125003830475,3.47125003830475,3.47125003830475,10.4360805036582,10.9691214203604,10.9691214203604,12.0190534328063,NA,NA,NA,NA
"100",6.95380393339331,17.9581933350833,17.9581933350833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
